Review,Sentiment
"Loud at 1am, check in after 8 is with security, very thin walls, shower overflowed. It's cheap for Dublin but still so expensive for what you get.",NEGATIVE
"I didn't take breakfast, but the location was peaceful, and not too far from necessary amenities. I also like the free parking The apartment is well maintained, and the security is good. I recommend it to other travellers.",POSITIVE
Nothing,NEGATIVE
"There was a kettle and tea bags/coffee sachets but there only a few, they could have been a bit more generous..",NEGATIVE
Clean free parking,POSITIVE
Close to airport,POSITIVE
"Hot, window could only be opened 4 inches, no fan available",NEGATIVE
"Given the fact it is student accommodation, it was above my expectation, lovely staff and great coffee bar, it's a step up from a hostel, reminded me of my own university days on campus, lovely grounds to walk around also.",POSITIVE
"Nothing, perfect for price and location.",NEGATIVE
Room was very comfortable & clean,POSITIVE
Would have liked a coffee shop on the campus,NEGATIVE
Citybreak apartments are always great to stay in. super clean. Nice safe areas close to everything. Highly recommend.,POSITIVE
nothing,NEGATIVE
"Excellent location, budget friendly and clean. Very close to the Dublin Airport Express bus route stop. Exactly what you see in the photos is what you can expect.",POSITIVE
"It was a very good apartment located in a great area. Lots of food and drinks options outside, with nearby convenience stores for groceries if you need it. The apartment had complete items you'd need for the kitchen and even had a sitting area for meals.",POSITIVE
"We travelled with a toddler so it was difficult for us to run up and down the stairs until the 3rd floor. We also asked for a baby cot right from the booking, which they immediately confirmed will be placed in the room. We checked this while checking in also and the receptionist confirmed, however, the cot wasn't there when we got to the apartment (keys need to be taken from an entirely different neighbourhood, btw). We had to wait for about 3 hours for the cot, and that was very unfortunate after a long travel day with a toddler who was very tired.",NEGATIVE
1. The location of the apartment is very central. 2. the apartment itself is very clean and modern.,POSITIVE
"1. The hassle to have to pick up the keys in the other side of the town.2. Water pressure in the shower is weak3. The neighbours upstairs have a VERY loud floor, you can hear them a lot. I woke up early in the morning because I thought that someone is banging on our door, but it was just the neighbours upstairs. It didn't help that their children were running around all the time.",NEGATIVE
"The bed was comfortable, tv was big with loads of channels to choose from, the shower was very good, the kitchen was fully equipped including a washing machine. Overall our stay was cosy and pleasant.",POSITIVE
"Room was a bit small was expecting it to be bigger like the photos, nicer upgrade for the kitchen would be a microwave.",NEGATIVE
- Room was well equipped. Small but everything was in place- Everything was clean- Perfect location for my purposes- In general I am happy with the stay,POSITIVE
- Photos were showing different room than the one I got- You have to collect keys in a different part of Dublin (Dublin 1 neat the Spire)- A bit funny smell in the room,NEGATIVE
"APARTMENT ON 3RD FLOOR AND NO LIFT, VERY NOISY AT NIGHT, VERY SMALL APARTMENT, BED SOLID TO SLEEP ON AND GAVE ME VERY SORE HIPS, TV POSITIONED SO HIGH ON WALL IT GIVES YOU A NECK ACHE WATCHING IT! SOFA STAINED.",NEGATIVE
In general not much. The rooms and furniture might be getting slightly old but this isn't a big deal.,NEGATIVE
Ok but you can hear person walking above bit noisy,NEGATIVE
"Everything.  We loved everything about The Green: location, room, bed, shower pressure, staff.  Incredible comfort.",POSITIVE
location,POSITIVE
"very very cold in the room . 
if the heating system is that poor extra blankets should be provided",NEGATIVE
Buffet breakfast lacked taste.,NEGATIVE
"We chose this hotel because of its location, it's right in the center at walking distance to the main Dublin attractions, buses, and tram.The decoration of the common areas is stunning, very tasteful. Room is big enough, cosy, bathroom is beautiful.The staff at the reception is very friendly, polite, helpful and speak other European languages.",POSITIVE
"It was great but we were very disappointed because they advertised live entertainment every night, and there was none. So really that was our only complaint",NEGATIVE
"Poor breakfast.The extra bed was very uncomfortable.The curtains were transparent, so there was too much light in the room during the night and early morning which ruined my sleep.",NEGATIVE
"Great hotel, the location is perfect for à WE in Dublin.",POSITIVE
Hotel personnel not really on point when we asked questions.,NEGATIVE
"The location is excellent, the Hotel was great, the room was superb, very comfortable.",POSITIVE
Nothing!,NEGATIVE
not being able to pay cash in the hotel bar,NEGATIVE
