,review
2514,Would be nice to have a nicer view but it is what it is
2515,the price was disgusting for that stay
2516,"Margaret and Gordon were terrific hosts. They were very attentive and helpful  They arranged transportation for us, had breakfast available  daily and the room was very comfortable and clean. They were very hospitable. I will stay there again"
2517,If I had to choose anything it would be a shared bathroom but we were aware of that when we booked and  is to be expected in any guest house
2518,We had a great time at Killowen. The owners of the house are very sweet and helpfull. Also the location is great. My son was feeling very comfortable.
2519,"Very good stay at the Killowens. The house was easy to find, the Killowens very friendly and the room very comfortable."
2520,The bathroom was small and not on the same floor as the room but clean.
2521,Some of the staff were slightly rude. The  mattresses were uncomfortable. The door didn't lock and we couldn't find a sign on the door to let staff know we were still sleeping
2522,"Excel lent location and comfortable beds. Breakfast was ok, Gordon was very friendly and helpful."
2523,Could be a little cleaner.
2524,"The hosts were very friendly and welcoming.
Nothing was too much trouble for them, including taking us back to the airport"
2525,"Margaret and Gordon are really nice and helpful, give you lots of tips regarding transport and such, very accomodating as we arrived late.
The house was quite clean and breakfast is simple but more than enough."
2526,Margaret was lovely and helpful
2527,Everything worked well for our stay no complaints
2528,"Location: Nice and safe residential locality with just 15 mins. Bus drive from the Airport and easily accessible to different bus connections just 5-10 mins. walk away, which take you straight to the city center within 30 mins. Breakfast: Amazing selection of all the basic stuff and one can cook fresh meals in the Kitchen if needed. We were travelling with a 3 yr old kid so it met all our expectations and requirements.Hosts: Wonderful and very hospitable and lovable Hosts with a lovely and cozy House."
2529,Nothing
2530,"lovely staff, they stood up during the night for welcoming us, great position, good breakfast!"
2531,So spacious and close to the city centre
2532,location and staff
2533,All of it!
2534,I wish there was cleaning supplies as I wanted to mop the floor where I spilt drink but just had to use hot water
2535,"Great location just 5 min journey on the Luas to city centre, clean, comfortable beds and sofa and great receptionists"
2536,"Large group making lots of noise on the Saturday night but we were given a refund of 20% to compensate , great customer service, no soap, washing up liquid, cloths etc"
2537,There are no comments available for this review
2538,There are no comments available for this review
2539,There are no comments available for this review
2540,There are no comments available for this review
2541,We liked that this location was literally a few minutes walk to kings cross. Also the room had a separate entrance and also it’s own bathroom
2542,Everything
2543,Nothing
2544,It is close to the city center and a surprisingly large and nice room
2545,Too noisy at night making it difficult to sleep
2546,"Great for a lads weekend away , close the pubs and night club (Hotel is above). We slept fine as we was out till 3am each morning anyways. There is a cafe near the traffic lights which does a good breakfast.Don’t need cash to check in anymore they just take your card details for a desposit. They also have a secure bag store if it’s too early to check in."
